,true,pred
6218,religion,religion
6219,ethnicity,ethnicity
6220,ethnicity,ethnicity
6221,ethnicity,ethnicity
6222,religion,religion
6223,ethnicity,ethnicity
6224,not_cyberbullying,not_cyberbullying
6225,other_cyberbullying,other_cyberbullying
6226,religion,religion
6227,other_cyberbullying,not_cyberbullying
6228,other_cyberbullying,other_cyberbullying
6229,gender,gender
6230,gender,not_cyberbullying
6231,religion,religion
6232,religion,religion
6233,ethnicity,ethnicity
6234,gender,gender
6235,religion,religion
6236,gender,gender
6237,religion,religion
6238,gender,gender
6239,other_cyberbullying,not_cyberbullying
6240,ethnicity,ethnicity
6241,ethnicity,ethnicity
6242,ethnicity,ethnicity
6243,age,age
6244,other_cyberbullying,other_cyberbullying
6245,other_cyberbullying,other_cyberbullying
6246,ethnicity,ethnicity
6247,not_cyberbullying,not_cyberbullying
6248,ethnicity,ethnicity
6249,ethnicity,ethnicity
6250,ethnicity,ethnicity
6251,not_cyberbullying,gender
6252,age,age
6253,religion,religion
6254,religion,religion
6255,gender,gender
6256,religion,religion
6257,age,age
6258,gender,gender
6259,age,age
6260,ethnicity,ethnicity
6261,other_cyberbullying,not_cyberbullying
6262,gender,not_cyberbullying
6263,other_cyberbullying,other_cyberbullying
6264,ethnicity,ethnicity
6265,not_cyberbullying,not_cyberbullying
6266,other_cyberbullying,other_cyberbullying
6267,ethnicity,ethnicity
6268,religion,religion
6269,ethnicity,ethnicity
6270,religion,religion
6271,ethnicity,ethnicity
6272,ethnicity,ethnicity
6273,age,age
6274,gender,gender
6275,age,age
6276,gender,not_cyberbullying
6277,religion,religion
6278,religion,religion
6279,ethnicity,ethnicity
6280,ethnicity,ethnicity
6281,age,age
6282,religion,religion
6283,other_cyberbullying,other_cyberbullying
6284,other_cyberbullying,not_cyberbullying
6285,age,age
6286,religion,religion
6287,gender,gender
6288,not_cyberbullying,not_cyberbullying
6289,religion,religion
6290,religion,religion
6291,not_cyberbullying,gender
6292,religion,religion
6293,not_cyberbullying,not_cyberbullying
6294,religion,religion
6295,other_cyberbullying,other_cyberbullying
6296,not_cyberbullying,not_cyberbullying
6297,gender,gender
6298,gender,not_cyberbullying
6299,ethnicity,ethnicity
6300,gender,gender
6301,ethnicity,ethnicity
6302,religion,religion
6303,ethnicity,ethnicity
6304,age,age
6305,gender,gender
6306,ethnicity,not_cyberbullying
6307,not_cyberbullying,gender
6308,other_cyberbullying,other_cyberbullying
6309,religion,religion
6310,religion,religion
6311,gender,gender
6312,not_cyberbullying,not_cyberbullying
6313,gender,gender
6314,ethnicity,ethnicity
6315,gender,gender
6316,gender,gender
6317,not_cyberbullying,not_cyberbullying
6318,other_cyberbullying,other_cyberbullying
6319,gender,gender
6320,age,age
6321,age,age
6322,religion,religion
6323,gender,gender
6324,not_cyberbullying,not_cyberbullying
6325,age,age
6326,ethnicity,ethnicity
6327,age,age
6328,ethnicity,ethnicity
6329,age,age
6330,other_cyberbullying,other_cyberbullying
6331,religion,religion
6332,gender,gender
6333,religion,religion
6334,gender,not_cyberbullying
6335,gender,gender
6336,religion,religion
6337,gender,gender
6338,gender,gender
6339,not_cyberbullying,not_cyberbullying
6340,religion,religion
6341,ethnicity,ethnicity
6342,age,age
6343,ethnicity,ethnicity
6344,not_cyberbullying,not_cyberbullying
6345,gender,gender
6346,age,age
6347,religion,religion
6348,other_cyberbullying,other_cyberbullying
6349,age,age
6350,gender,other_cyberbullying
6351,other_cyberbullying,other_cyberbullying
6352,age,age
6353,ethnicity,ethnicity
6354,gender,gender
6355,not_cyberbullying,other_cyberbullying
6356,age,age
6357,gender,gender
6358,age,age
6359,ethnicity,ethnicity
6360,religion,religion
6361,religion,religion
6362,not_cyberbullying,not_cyberbullying
6363,age,age
6364,gender,gender
6365,not_cyberbullying,not_cyberbullying
6366,ethnicity,ethnicity
6367,religion,religion
6368,age,age
6369,other_cyberbullying,not_cyberbullying
6370,gender,gender
6371,not_cyberbullying,not_cyberbullying
6372,other_cyberbullying,other_cyberbullying
6373,gender,gender
6374,age,age
6375,age,age
6376,religion,religion
6377,other_cyberbullying,not_cyberbullying
6378,other_cyberbullying,gender
6379,gender,gender
6380,not_cyberbullying,not_cyberbullying
6381,religion,religion
6382,religion,religion
6383,ethnicity,ethnicity
6384,religion,religion
6385,religion,religion
6386,ethnicity,ethnicity
6387,religion,religion
6388,gender,gender
6389,ethnicity,ethnicity
6390,gender,gender
6391,religion,religion
6392,ethnicity,other_cyberbullying
6393,not_cyberbullying,not_cyberbullying
6394,gender,gender
6395,age,age
6396,other_cyberbullying,other_cyberbullying
6397,age,age
6398,gender,gender
6399,religion,religion
6400,not_cyberbullying,other_cyberbullying
6401,age,age
6402,ethnicity,other_cyberbullying
6403,not_cyberbullying,not_cyberbullying
6404,age,age
6405,age,age
6406,religion,religion
6407,ethnicity,ethnicity
6408,not_cyberbullying,not_cyberbullying
6409,ethnicity,ethnicity
6410,other_cyberbullying,not_cyberbullying
6411,ethnicity,ethnicity
6412,not_cyberbullying,not_cyberbullying
6413,ethnicity,ethnicity
6414,gender,gender
6415,gender,gender
6416,age,age
6417,ethnicity,ethnicity
6418,gender,gender
6419,other_cyberbullying,not_cyberbullying
6420,ethnicity,ethnicity
6421,ethnicity,ethnicity
6422,other_cyberbullying,not_cyberbullying
6423,religion,gender
6424,gender,gender
6425,religion,religion
6426,gender,gender
6427,age,age
6428,gender,gender
6429,not_cyberbullying,not_cyberbullying
6430,gender,gender
6431,religion,religion
6432,not_cyberbullying,not_cyberbullying
6433,not_cyberbullying,gender
6434,not_cyberbullying,other_cyberbullying
6435,other_cyberbullying,other_cyberbullying
6436,age,age
6437,age,age
6438,gender,gender
6439,religion,religion
6440,gender,gender
6441,age,age
6442,ethnicity,ethnicity
6443,ethnicity,ethnicity
6444,religion,religion
6445,gender,gender
6446,age,age
6447,religion,religion
6448,other_cyberbullying,other_cyberbullying
6449,age,age
6450,age,age
6451,other_cyberbullying,other_cyberbullying
6452,religion,religion
6453,gender,gender
6454,not_cyberbullying,not_cyberbullying
6455,other_cyberbullying,not_cyberbullying
6456,age,age
6457,religion,not_cyberbullying
6458,ethnicity,ethnicity
6459,ethnicity,ethnicity
6460,not_cyberbullying,not_cyberbullying
6461,not_cyberbullying,not_cyberbullying
6462,not_cyberbullying,not_cyberbullying
6463,ethnicity,ethnicity
6464,age,age
6465,religion,religion
6466,not_cyberbullying,gender
6467,gender,gender
6468,other_cyberbullying,other_cyberbullying
6469,ethnicity,ethnicity
6470,religion,religion
6471,ethnicity,ethnicity
6472,ethnicity,ethnicity
6473,age,age
6474,not_cyberbullying,other_cyberbullying
6475,age,age
6476,religion,religion
6477,ethnicity,ethnicity
6478,not_cyberbullying,not_cyberbullying
6479,religion,religion
6480,gender,gender
6481,age,age
6482,religion,religion
6483,age,age
6484,not_cyberbullying,not_cyberbullying
6485,gender,gender
6486,religion,religion
6487,gender,gender
6488,age,age
6489,age,age
6490,gender,gender
6491,other_cyberbullying,other_cyberbullying
6492,ethnicity,ethnicity
6493,age,age
6494,other_cyberbullying,other_cyberbullying
6495,other_cyberbullying,not_cyberbullying
6496,age,age
6497,not_cyberbullying,not_cyberbullying
6498,age,age
6499,religion,religion
6500,ethnicity,ethnicity
6501,religion,religion
6502,age,age
6503,age,age
6504,religion,religion
6505,age,age
6506,ethnicity,ethnicity
6507,other_cyberbullying,other_cyberbullying
6508,religion,religion
6509,ethnicity,ethnicity
6510,ethnicity,ethnicity
6511,ethnicity,ethnicity
6512,gender,gender
6513,ethnicity,ethnicity
6514,ethnicity,ethnicity
6515,other_cyberbullying,not_cyberbullying
6516,ethnicity,ethnicity
6517,gender,gender
6518,not_cyberbullying,not_cyberbullying
6519,not_cyberbullying,gender
6520,ethnicity,ethnicity
6521,age,age
6522,age,age
6523,religion,not_cyberbullying
6524,religion,religion
6525,age,age
6526,age,age
6527,age,age
6528,ethnicity,ethnicity
6529,ethnicity,ethnicity
6530,age,age
6531,not_cyberbullying,not_cyberbullying
6532,religion,religion
6533,not_cyberbullying,not_cyberbullying
6534,ethnicity,ethnicity
6535,gender,gender
6536,gender,gender
6537,ethnicity,ethnicity
6538,religion,not_cyberbullying
6539,gender,gender
6540,ethnicity,ethnicity
6541,other_cyberbullying,not_cyberbullying
6542,not_cyberbullying,not_cyberbullying
6543,other_cyberbullying,not_cyberbullying
6544,other_cyberbullying,other_cyberbullying
6545,not_cyberbullying,not_cyberbullying
6546,age,age
6547,age,age
6548,not_cyberbullying,gender
6549,religion,religion
6550,religion,religion
6551,other_cyberbullying,not_cyberbullying
6552,not_cyberbullying,not_cyberbullying
6553,other_cyberbullying,other_cyberbullying
6554,age,age
6555,religion,religion
6556,ethnicity,ethnicity
6557,gender,not_cyberbullying
6558,religion,religion
6559,age,age
6560,religion,religion
6561,not_cyberbullying,other_cyberbullying
6562,religion,religion
6563,not_cyberbullying,other_cyberbullying
6564,ethnicity,ethnicity
6565,religion,religion
6566,not_cyberbullying,other_cyberbullying
6567,gender,gender
6568,age,age
6569,age,age
6570,not_cyberbullying,not_cyberbullying
6571,not_cyberbullying,religion
6572,other_cyberbullying,gender
6573,ethnicity,ethnicity
6574,religion,religion
6575,gender,gender
6576,gender,gender
6577,ethnicity,ethnicity
6578,not_cyberbullying,not_cyberbullying
6579,not_cyberbullying,not_cyberbullying
6580,age,age
6581,religion,religion
6582,religion,religion
6583,not_cyberbullying,not_cyberbullying
6584,ethnicity,ethnicity
6585,ethnicity,ethnicity
6586,age,age
6587,gender,gender
6588,religion,religion
6589,ethnicity,ethnicity
6590,gender,gender
6591,gender,other_cyberbullying
6592,not_cyberbullying,other_cyberbullying
6593,ethnicity,ethnicity
6594,religion,religion
6595,ethnicity,ethnicity
6596,gender,gender
6597,other_cyberbullying,other_cyberbullying
6598,religion,religion
6599,other_cyberbullying,other_cyberbullying
6600,religion,religion
6601,religion,religion
6602,age,age
6603,age,age
6604,age,age
6605,gender,gender
6606,gender,gender
6607,gender,gender
6608,religion,religion
6609,ethnicity,ethnicity
6610,gender,gender
6611,not_cyberbullying,not_cyberbullying
6612,religion,religion
6613,other_cyberbullying,other_cyberbullying
6614,age,age
6615,other_cyberbullying,other_cyberbullying
6616,age,age
6617,religion,religion
6618,gender,gender
6619,other_cyberbullying,other_cyberbullying
6620,not_cyberbullying,not_cyberbullying
6621,other_cyberbullying,other_cyberbullying
6622,gender,gender
6623,religion,religion
6624,gender,gender
6625,not_cyberbullying,not_cyberbullying
6626,ethnicity,ethnicity
6627,not_cyberbullying,other_cyberbullying
6628,not_cyberbullying,other_cyberbullying
6629,age,age
6630,age,age
6631,age,age
6632,other_cyberbullying,gender
6633,not_cyberbullying,not_cyberbullying
6634,not_cyberbullying,not_cyberbullying
6635,gender,gender
6636,age,age
6637,ethnicity,ethnicity
6638,age,age
6639,ethnicity,ethnicity
6640,age,age
6641,ethnicity,ethnicity
6642,other_cyberbullying,other_cyberbullying
6643,age,age
6644,not_cyberbullying,other_cyberbullying
6645,gender,gender
6646,religion,religion
6647,age,age
6648,religion,religion
6649,age,age
6650,ethnicity,ethnicity
6651,gender,gender
6652,not_cyberbullying,not_cyberbullying
6653,religion,religion
6654,religion,religion
6655,age,age
6656,not_cyberbullying,other_cyberbullying
6657,age,age
6658,not_cyberbullying,not_cyberbullying
6659,religion,religion
6660,religion,religion
6661,ethnicity,ethnicity
6662,age,age
6663,religion,religion
6664,religion,religion
6665,religion,religion
6666,age,age
6667,religion,religion
6668,not_cyberbullying,not_cyberbullying
6669,gender,gender
6670,gender,gender
6671,age,age
6672,ethnicity,ethnicity
6673,not_cyberbullying,religion
6674,other_cyberbullying,other_cyberbullying
6675,gender,gender
6676,other_cyberbullying,not_cyberbullying
6677,ethnicity,ethnicity
6678,ethnicity,ethnicity
6679,age,age
6680,religion,religion
6681,gender,gender
6682,religion,religion
6683,age,age
6684,not_cyberbullying,not_cyberbullying
6685,religion,religion
6686,religion,religion
6687,ethnicity,ethnicity
6688,ethnicity,ethnicity
6689,religion,religion
6690,gender,gender
6691,religion,other_cyberbullying
6692,age,age
6693,age,not_cyberbullying
6694,ethnicity,ethnicity
6695,gender,gender
6696,not_cyberbullying,not_cyberbullying
6697,other_cyberbullying,not_cyberbullying
6698,age,age
6699,other_cyberbullying,not_cyberbullying
6700,other_cyberbullying,other_cyberbullying
6701,ethnicity,ethnicity
6702,age,age
6703,age,age
6704,religion,religion
6705,ethnicity,ethnicity
6706,not_cyberbullying,not_cyberbullying
6707,ethnicity,ethnicity
6708,not_cyberbullying,other_cyberbullying
6709,religion,religion
6710,ethnicity,ethnicity
6711,gender,gender
6712,other_cyberbullying,other_cyberbullying
6713,religion,religion
6714,ethnicity,ethnicity
6715,religion,religion
6716,religion,religion
6717,gender,gender
6718,religion,religion
6719,religion,religion
6720,gender,not_cyberbullying
6721,gender,gender
6722,ethnicity,ethnicity
6723,other_cyberbullying,other_cyberbullying
6724,gender,gender
6725,not_cyberbullying,not_cyberbullying
6726,religion,religion
6727,ethnicity,ethnicity
6728,not_cyberbullying,not_cyberbullying
6729,ethnicity,ethnicity
6730,religion,religion
6731,other_cyberbullying,not_cyberbullying
6732,age,age
6733,age,age
6734,gender,gender
6735,age,age
6736,other_cyberbullying,gender
6737,age,age
6738,religion,religion
6739,not_cyberbullying,not_cyberbullying
6740,ethnicity,ethnicity
6741,religion,religion
6742,ethnicity,ethnicity
6743,age,age
6744,other_cyberbullying,other_cyberbullying
6745,age,age
6746,not_cyberbullying,not_cyberbullying
6747,other_cyberbullying,other_cyberbullying
6748,gender,gender
6749,ethnicity,ethnicity
6750,ethnicity,ethnicity
6751,religion,religion
6752,religion,religion
6753,age,age
6754,not_cyberbullying,not_cyberbullying
6755,gender,gender
6756,gender,gender
6757,not_cyberbullying,other_cyberbullying
6758,gender,gender
6759,ethnicity,ethnicity
6760,other_cyberbullying,not_cyberbullying
6761,gender,gender
6762,not_cyberbullying,other_cyberbullying
6763,ethnicity,ethnicity
6764,religion,religion
6765,gender,gender
6766,religion,religion
6767,gender,gender
6768,religion,religion
6769,age,age
6770,gender,gender
6771,age,age
6772,age,age
6773,gender,not_cyberbullying
6774,not_cyberbullying,gender
6775,age,age
6776,other_cyberbullying,not_cyberbullying
6777,gender,gender
6778,not_cyberbullying,not_cyberbullying
6779,religion,religion
6780,not_cyberbullying,not_cyberbullying
6781,religion,religion
6782,age,age
6783,religion,religion
6784,ethnicity,ethnicity
6785,ethnicity,ethnicity
6786,gender,gender
6787,ethnicity,ethnicity
6788,not_cyberbullying,not_cyberbullying
6789,gender,gender
6790,gender,gender
6791,religion,religion
6792,religion,religion
6793,gender,gender
6794,gender,other_cyberbullying
6795,gender,gender
6796,religion,religion
6797,religion,not_cyberbullying
6798,age,age
6799,age,age
6800,religion,religion
6801,gender,gender
6802,ethnicity,ethnicity
6803,age,age
6804,not_cyberbullying,not_cyberbullying
6805,age,age
6806,age,age
6807,not_cyberbullying,not_cyberbullying
6808,gender,gender
6809,ethnicity,ethnicity
6810,not_cyberbullying,not_cyberbullying
6811,gender,gender
6812,religion,religion
6813,not_cyberbullying,other_cyberbullying
6814,gender,gender
6815,gender,gender
6816,not_cyberbullying,not_cyberbullying
6817,gender,gender
6818,other_cyberbullying,religion
6819,religion,religion
6820,gender,gender
6821,other_cyberbullying,not_cyberbullying
6822,not_cyberbullying,other_cyberbullying
6823,religion,religion
6824,other_cyberbullying,other_cyberbullying
6825,not_cyberbullying,religion
6826,gender,gender
6827,gender,gender
6828,not_cyberbullying,other_cyberbullying
6829,not_cyberbullying,not_cyberbullying
6830,other_cyberbullying,age
6831,age,age
6832,age,age
6833,other_cyberbullying,other_cyberbullying
6834,religion,religion
6835,religion,religion
6836,gender,gender
6837,gender,gender
6838,age,age
6839,age,age
6840,religion,religion
6841,religion,religion
6842,ethnicity,ethnicity
6843,gender,gender
6844,other_cyberbullying,other_cyberbullying
6845,age,age
6846,religion,religion
6847,not_cyberbullying,not_cyberbullying
6848,gender,gender
6849,ethnicity,ethnicity
6850,other_cyberbullying,other_cyberbullying
6851,religion,religion
6852,ethnicity,ethnicity
6853,ethnicity,ethnicity
6854,not_cyberbullying,not_cyberbullying
6855,religion,religion
6856,religion,other_cyberbullying
6857,other_cyberbullying,not_cyberbullying
6858,gender,gender
6859,religion,religion
6860,ethnicity,ethnicity
6861,religion,religion
6862,religion,religion
6863,age,age
6864,ethnicity,ethnicity
6865,not_cyberbullying,not_cyberbullying
6866,other_cyberbullying,other_cyberbullying
6867,other_cyberbullying,not_cyberbullying
6868,ethnicity,ethnicity
6869,religion,religion
6870,religion,religion
6871,religion,not_cyberbullying
6872,ethnicity,ethnicity
6873,religion,religion
6874,other_cyberbullying,other_cyberbullying
6875,not_cyberbullying,other_cyberbullying
6876,other_cyberbullying,age
6877,religion,religion
6878,gender,not_cyberbullying
6879,age,age
6880,gender,gender
6881,not_cyberbullying,other_cyberbullying
6882,ethnicity,ethnicity
6883,other_cyberbullying,not_cyberbullying
6884,gender,gender
6885,gender,gender
6886,ethnicity,ethnicity
6887,ethnicity,ethnicity
6888,not_cyberbullying,not_cyberbullying
6889,other_cyberbullying,other_cyberbullying
6890,not_cyberbullying,not_cyberbullying
6891,religion,religion
6892,not_cyberbullying,gender
6893,gender,gender
6894,religion,religion
6895,ethnicity,ethnicity
6896,gender,gender
6897,ethnicity,ethnicity
6898,not_cyberbullying,not_cyberbullying
6899,ethnicity,ethnicity
6900,not_cyberbullying,not_cyberbullying
6901,age,age
6902,religion,religion
6903,age,age
6904,religion,religion
6905,age,age
6906,ethnicity,ethnicity
6907,gender,gender
6908,religion,religion
6909,gender,gender
6910,religion,religion
6911,other_cyberbullying,other_cyberbullying
6912,age,age
6913,age,age
6914,religion,religion
6915,gender,gender
6916,religion,religion
6917,religion,religion
6918,age,age
6919,religion,religion
6920,ethnicity,ethnicity
6921,religion,not_cyberbullying
6922,ethnicity,ethnicity
6923,religion,religion
6924,gender,gender
6925,other_cyberbullying,other_cyberbullying
6926,religion,religion
6927,ethnicity,ethnicity
6928,gender,gender
6929,gender,gender
6930,not_cyberbullying,other_cyberbullying
6931,age,age
6932,age,age
6933,ethnicity,ethnicity
6934,not_cyberbullying,gender
6935,gender,gender
6936,religion,religion
6937,gender,gender
6938,religion,religion
6939,gender,gender
6940,gender,gender
6941,gender,other_cyberbullying
6942,gender,gender
6943,age,age
6944,not_cyberbullying,not_cyberbullying
6945,gender,gender
6946,religion,religion
6947,other_cyberbullying,age
6948,other_cyberbullying,other_cyberbullying
6949,other_cyberbullying,not_cyberbullying
6950,ethnicity,ethnicity
6951,gender,not_cyberbullying
6952,other_cyberbullying,not_cyberbullying
6953,gender,gender
6954,age,age
6955,other_cyberbullying,other_cyberbullying
6956,age,age
6957,ethnicity,ethnicity
6958,gender,gender
6959,ethnicity,ethnicity
6960,religion,religion
6961,other_cyberbullying,other_cyberbullying
6962,ethnicity,ethnicity
6963,other_cyberbullying,other_cyberbullying
6964,other_cyberbullying,other_cyberbullying
6965,gender,gender
6966,religion,religion
6967,not_cyberbullying,not_cyberbullying
6968,not_cyberbullying,not_cyberbullying
6969,not_cyberbullying,other_cyberbullying
6970,religion,religion
6971,religion,not_cyberbullying
6972,ethnicity,ethnicity
6973,gender,gender
6974,religion,religion
6975,religion,religion
6976,ethnicity,ethnicity
6977,other_cyberbullying,other_cyberbullying
6978,religion,religion
6979,ethnicity,ethnicity
6980,age,age
6981,gender,gender
6982,gender,gender
6983,gender,gender
6984,age,age
6985,other_cyberbullying,other_cyberbullying
6986,other_cyberbullying,other_cyberbullying
6987,gender,gender
6988,gender,gender
6989,not_cyberbullying,not_cyberbullying
6990,not_cyberbullying,not_cyberbullying
6991,religion,religion
6992,age,age
6993,other_cyberbullying,other_cyberbullying
6994,gender,gender
6995,not_cyberbullying,not_cyberbullying
6996,other_cyberbullying,other_cyberbullying
6997,gender,gender
6998,ethnicity,ethnicity
6999,age,age
7000,age,age
7001,gender,gender
7002,ethnicity,ethnicity
7003,gender,gender
7004,ethnicity,other_cyberbullying
7005,gender,gender
7006,religion,religion
7007,religion,religion
7008,other_cyberbullying,other_cyberbullying
7009,age,age
7010,age,age
7011,age,age
7012,gender,gender
7013,ethnicity,ethnicity
7014,other_cyberbullying,not_cyberbullying
7015,other_cyberbullying,other_cyberbullying
7016,ethnicity,ethnicity
7017,ethnicity,ethnicity
7018,age,age
7019,religion,religion
7020,religion,religion
7021,religion,religion
7022,ethnicity,ethnicity
7023,religion,religion
7024,religion,religion
7025,ethnicity,ethnicity
7026,ethnicity,ethnicity
7027,age,age
7028,age,age
7029,ethnicity,ethnicity
7030,ethnicity,ethnicity
7031,ethnicity,ethnicity
7032,gender,gender
7033,not_cyberbullying,gender
7034,other_cyberbullying,other_cyberbullying
7035,ethnicity,ethnicity
7036,other_cyberbullying,other_cyberbullying
7037,age,age
7038,religion,religion
7039,age,age
7040,not_cyberbullying,not_cyberbullying
7041,gender,gender
7042,gender,not_cyberbullying
7043,other_cyberbullying,not_cyberbullying
7044,not_cyberbullying,other_cyberbullying
7045,ethnicity,ethnicity
7046,not_cyberbullying,not_cyberbullying
7047,gender,gender
7048,gender,gender
7049,religion,religion
7050,other_cyberbullying,other_cyberbullying
7051,age,age
7052,age,age
7053,ethnicity,ethnicity
7054,religion,religion
7055,other_cyberbullying,not_cyberbullying
7056,age,age
7057,ethnicity,ethnicity
7058,religion,religion
7059,not_cyberbullying,not_cyberbullying
7060,religion,religion
7061,religion,religion
7062,religion,religion
7063,ethnicity,ethnicity
7064,ethnicity,ethnicity
7065,gender,not_cyberbullying
7066,age,age
7067,ethnicity,ethnicity
7068,religion,religion
7069,other_cyberbullying,other_cyberbullying
7070,not_cyberbullying,other_cyberbullying
7071,not_cyberbullying,other_cyberbullying
7072,religion,religion
7073,other_cyberbullying,not_cyberbullying
7074,other_cyberbullying,not_cyberbullying
7075,other_cyberbullying,other_cyberbullying
7076,not_cyberbullying,not_cyberbullying
7077,other_cyberbullying,ethnicity
7078,not_cyberbullying,not_cyberbullying
7079,gender,not_cyberbullying
7080,gender,gender
7081,religion,religion
7082,gender,gender
7083,not_cyberbullying,not_cyberbullying
7084,age,age
7085,age,age
7086,gender,gender
7087,ethnicity,ethnicity
7088,not_cyberbullying,not_cyberbullying
7089,not_cyberbullying,not_cyberbullying
7090,other_cyberbullying,other_cyberbullying
7091,religion,religion
7092,gender,other_cyberbullying
7093,not_cyberbullying,not_cyberbullying
7094,gender,gender
7095,religion,religion
7096,age,age
7097,not_cyberbullying,not_cyberbullying
7098,gender,gender
7099,ethnicity,ethnicity
7100,other_cyberbullying,other_cyberbullying
7101,other_cyberbullying,other_cyberbullying
7102,ethnicity,ethnicity
7103,religion,religion
7104,religion,religion
7105,other_cyberbullying,other_cyberbullying
7106,other_cyberbullying,not_cyberbullying
7107,age,age
7108,ethnicity,ethnicity
7109,age,age
7110,age,age
7111,religion,religion
7112,religion,religion
7113,age,age
7114,religion,not_cyberbullying
7115,ethnicity,ethnicity
7116,ethnicity,ethnicity
7117,religion,religion
7118,religion,religion
7119,religion,religion
7120,other_cyberbullying,other_cyberbullying
7121,gender,gender
7122,age,age
7123,other_cyberbullying,other_cyberbullying
7124,other_cyberbullying,not_cyberbullying
7125,other_cyberbullying,other_cyberbullying
7126,age,age
7127,ethnicity,ethnicity
7128,religion,religion
7129,religion,religion
7130,not_cyberbullying,not_cyberbullying
7131,gender,gender
7132,gender,gender
7133,gender,gender
7134,age,age
7135,age,age
7136,not_cyberbullying,not_cyberbullying
7137,gender,gender
7138,gender,gender
7139,gender,gender
7140,age,not_cyberbullying
7141,gender,gender
7142,ethnicity,ethnicity
7143,age,age
7144,other_cyberbullying,other_cyberbullying
7145,religion,religion
7146,gender,gender
7147,ethnicity,ethnicity
7148,religion,religion
7149,age,age
7150,religion,religion
7151,not_cyberbullying,not_cyberbullying
7152,not_cyberbullying,not_cyberbullying
7153,age,age
7154,age,age
7155,age,age
7156,religion,religion
7157,religion,religion
7158,age,age
7159,religion,religion
7160,ethnicity,ethnicity
7161,not_cyberbullying,not_cyberbullying
7162,not_cyberbullying,other_cyberbullying
7163,age,age
7164,not_cyberbullying,not_cyberbullying
7165,other_cyberbullying,age
7166,religion,religion
7167,other_cyberbullying,age
7168,age,age
7169,religion,religion
7170,not_cyberbullying,not_cyberbullying
7171,gender,gender
7172,other_cyberbullying,other_cyberbullying
7173,gender,gender
7174,age,age
7175,other_cyberbullying,not_cyberbullying
7176,age,age
7177,not_cyberbullying,not_cyberbullying
7178,age,age
7179,not_cyberbullying,other_cyberbullying
7180,ethnicity,ethnicity
7181,other_cyberbullying,gender
7182,ethnicity,ethnicity
7183,not_cyberbullying,not_cyberbullying
7184,not_cyberbullying,not_cyberbullying
7185,ethnicity,ethnicity
7186,ethnicity,ethnicity
7187,age,age
7188,religion,religion
7189,ethnicity,ethnicity
7190,religion,religion
7191,religion,religion
7192,religion,religion
7193,ethnicity,ethnicity
7194,not_cyberbullying,not_cyberbullying
7195,age,age
7196,gender,gender
7197,ethnicity,religion
7198,other_cyberbullying,other_cyberbullying
7199,not_cyberbullying,not_cyberbullying
7200,gender,other_cyberbullying
7201,age,age
7202,ethnicity,ethnicity
7203,not_cyberbullying,not_cyberbullying
7204,ethnicity,ethnicity
7205,religion,religion
7206,religion,religion
7207,age,age
7208,gender,gender
7209,gender,not_cyberbullying
7210,not_cyberbullying,religion
7211,age,age
7212,age,age
7213,ethnicity,ethnicity
7214,other_cyberbullying,other_cyberbullying
7215,religion,religion
7216,religion,religion
7217,other_cyberbullying,not_cyberbullying
7218,not_cyberbullying,other_cyberbullying
7219,religion,religion
7220,age,age
7221,religion,religion
7222,ethnicity,ethnicity
7223,ethnicity,ethnicity
7224,age,age
7225,age,age
7226,gender,gender
7227,age,age
7228,age,age
7229,other_cyberbullying,other_cyberbullying
7230,other_cyberbullying,other_cyberbullying
7231,other_cyberbullying,other_cyberbullying
7232,other_cyberbullying,other_cyberbullying
7233,age,age
7234,religion,religion
7235,age,age
7236,other_cyberbullying,not_cyberbullying
7237,religion,religion
7238,ethnicity,ethnicity
7239,other_cyberbullying,not_cyberbullying
7240,ethnicity,ethnicity
7241,religion,religion
7242,other_cyberbullying,gender
7243,ethnicity,ethnicity
7244,gender,gender
7245,not_cyberbullying,not_cyberbullying
7246,gender,gender
7247,age,age
7248,age,age
7249,religion,religion
7250,religion,religion
7251,other_cyberbullying,other_cyberbullying
7252,age,age
7253,age,age
7254,religion,religion
7255,gender,gender
7256,other_cyberbullying,other_cyberbullying
7257,ethnicity,ethnicity
7258,gender,gender
7259,ethnicity,ethnicity
7260,ethnicity,ethnicity
7261,age,age
7262,other_cyberbullying,other_cyberbullying
7263,religion,religion
7264,other_cyberbullying,not_cyberbullying
7265,age,age
7266,gender,gender
7267,not_cyberbullying,ethnicity
7268,not_cyberbullying,not_cyberbullying
7269,gender,gender
7270,ethnicity,ethnicity
7271,not_cyberbullying,not_cyberbullying
7272,age,age
7273,not_cyberbullying,not_cyberbullying
7274,ethnicity,ethnicity
7275,ethnicity,ethnicity
7276,gender,gender
7277,religion,religion
7278,ethnicity,ethnicity
7279,not_cyberbullying,not_cyberbullying
7280,religion,religion
7281,other_cyberbullying,not_cyberbullying
7282,gender,gender
7283,gender,gender
7284,ethnicity,ethnicity
7285,age,age
7286,age,age
7287,gender,gender
7288,religion,religion
7289,ethnicity,ethnicity
7290,age,age
7291,religion,religion
7292,gender,gender
7293,not_cyberbullying,not_cyberbullying
7294,religion,religion
7295,religion,religion
7296,religion,religion
7297,ethnicity,ethnicity
7298,not_cyberbullying,not_cyberbullying
7299,religion,religion
7300,age,age
7301,ethnicity,ethnicity
7302,age,not_cyberbullying
7303,age,age
7304,gender,not_cyberbullying
7305,gender,gender
