,tweet_text,cyberbullying_type,lang,score,y,tweet_length
34758,"Can't get beyond seeing & hearing Ian as a man-child who was bullied at school &amp; is still out for revenge, teaming up with 'bigger' 'British' boys &amp; girls to try to get it. How he acquired a high profile is both an indictment of our political situation &amp; e.g. of BBC/BUM's power",age,en,0.9999968695400294,4,290
34787,my kids r gonna be so whitewashed. they’re literally gone b caucasian w a skin tint bc my parents decided to raise me in ct and get bullied by white kids &amp; lose any trace of my background.middle school &amp; high school me was a wannabe white girl. how do i get rid of that past...how,age,en,0.9999953700494216,4,288
34841,When are you lawdogs going to fire @NYPDShea &amp; leadership? #abolishthenypd &amp; start over. This force has always been filled with high school bullies. @NYCMayorsOffice @BilldeBlasio @NYGovCuomo @NYGov never gonna be mayor @NYCSpeakerCoJo The brutal #NYPD doesn’t protect &amp; serve.,age,en,0.9999934799162296,4,289
34843,"And this is a girl who knew me in high school. But I was bullied in high school and took it. I have no dream guy from my high school. I wanted to leave &amp; not go back. I was smart, kind &amp; nice. I still am. But I won't put up with being knocked down. https://www.instagram.com/p/BozD5mGgWXK/?utm_source=ig_web_options_share_sheet",age,en,0.999996840712324,4,335
34857,"No!Maybe a 12yearold bully! IDK,I Never was a bully.I was, however bullied in jr high, as I was more developed on top, than many girls my age! Boys made dirty comments, girls were jealous. I’m 63 now &amp; could care less about childish behavior, but find it unbecoming of an adult!",age,en,0.999996976017204,4,282
34966,"As Trump Calls for Schools to Fully Reopen, His Son's School Says It Will Not https://news.yahoo.com/trump-calls-schools-fully-reopen-191239089.html If Trump can't bully his son's school to reopen, how does Trump think Trump can bully a nation of mothers, kids, &amp; teachers to reopen. Get real Donald/Come back to earth. Resign!",age,en,0.9999979775382176,4,331
35007,"Fly high with the angels Allison Girl, 10, dies in apparent suicide and is found by her younger sister in California as police suggest the youngster was being bullied. https://www.dailymail.co.uk/news/article-7576847/Girl-10-dies-apparent-suicide-police-suggest-youngster-bullied.html?ito=facebook_share_article-home",age,en,0.9999970517050852,4,316
35047,"Just looked up a girl who bullied me in jr high for only rotating between 2 pairs of pants (khakis &amp; denim flares w/purple embroidery) GUYS she sells protein powder on fb from her home in JACKSONVILLE so look who's laughing now: me, wearing the same jeans all month in quarantine",age,en,0.9999978498925964,4,283
35055,"In high school, I got bullied by my entire class group (24 guys) because I defended the ONLY girl there was in our class group from them. I got body shamed, ridiculized in every class &amp; they threw me salt in front of the entire school. I took some pills but didn’t worked out well",age,en,0.9999961873724624,4,284
35096,"Union City, CA – A California woman said that she was brutally beaten by two teens as she was preparing to meet with a high school principal regarding her daughter being bullied by a group of girls. https://defensemaven.io/bluelivesmatter/news/mother-goes-to-daughter-s-school-to-report-bullying-bullies-beat-her-too-icoqBbQO30WfCXskrdeB0g?fbclid=IwAR1xB-zRpZOFkEPsc9DYzuELjGZGwd0AhPXyDAl-3R8yxwu-plLP_r4mQmY",age,en,0.9999964583026052,4,408
35101,To my big brother Stuart McKinlay The mere mention of your name or the words “He’s got a big brother!” helped to keep me safe from some of those bampot playground bullies during my school years! SNOW OFF THE BEN: THISTLES &amp; GUM TREES Paperback https://snowofftheben.blogspot.com/2020/07/thistles-gum-trees-paperback.html?spref=tw,age,en,0.9999971620048644,4,333
35142,"when ur friend makes a group chat for a game where u have to team up with people from ur high school bc he wants to Have Fun in Quarantine and u dont want to be an asshole &amp; say No, and the girl that Bullied You but u Also Had a Crush On is DMing you bc u have to Team Up Together",age,en,0.5714275271513537,4,284
35174,"soppy af.. but ive gone from leaving high school feeling so alone with no friends, &amp; being so terrified coming to an all girls school cos girls bullied me in school to now making new friendships, going a girls holiday this year &amp; ive become comfortable in myself.. im so lucky",age,en,0.9999975051182612,4,284
35185,I joined the military the day Iraq invaded kuwait in high school I fought bullies. Yes I'm pro American &amp;anti fascists i killed Iraqi soldiers oppressing the freedoms of humans. I have no remorse i wore an smerican uniform and fought a foreign enemy ill fight a domestic one too.,age,en,0.9999971254793818,4,283
35258,"Trump reminds me of the dudes in school w/""daddy's money"" who used to bully me. Only, most of them no longer have daddy's money &amp; are married to miserable plastic people who pretend they have a perfect life for Insta &amp; Fb. Meanwhile, they in my DMs, ""Kiley, I always liked you!""",age,en,0.9999960906266834,4,286
35264,"I never went through anything as traumatic as this girl did, but I was bullied a lot in junior high, a bit in high school - adults (teachers etc) saw &amp; did NOTHING. It's still a problem in schools today https://twitter.com/NBCNews/status/1236450084079968257 #MeToo #Bullying #PublicSchools #SexualAssault",age,en,0.9999960097376192,4,308
35286,"Yet liberal teachers will receive good portion of the $105B & if the government spent $5B of that fund on installing virus defeating technology systems ( yes they do exist) in schools those environments would be totally sterile, teachers would have no excuses &amp; we’d save $100B",age,en,0.999996258712493,4,281
35321,"Those are people who never had to deal with a bully in school. I did. I was a scrawny kid. Had a birth defect &amp; heart surgery at 4. Took me a years to catch up in growth. But not determination. At 12, I changed schools &amp; had to fight the bully. Beat her badly. They left me alone.",age,en,0.9999979700605334,4,288
35349,People like @Care2much18 are coming online to bully teachers with name-calling &amp; mocking concerns that they have. I have always supported a full-time return to school for staff &amp; a part-time return (half days) for ALL students to end of October &amp; FT thereafter if safe.... 1/n,age,en,0.999998910907146,4,288
35450,"School and My Bully Experience : Frank Joseph Minichetti Three (3) million students are bullied each year! Have you or someone you know ever been bullied? If “YES”, School and My Bully Exp... https://whizbuzzbooks.com/school-and-my-bully-experience-frank-joseph-minichetti/?utm_source=TW&amp;utm_medium=Whizbuzz+%5BCopy%5D&amp;utm_campaign=SNAP",age,en,0.9999973797237952,4,344
35501,"I was bullied throughout my school days.. by both girls &amp; guys. I was the shy, small, weird easy target &amp; waited til my senior year of high school to stick up for myself.. which also didn't get me anything but more laughter. The teachers don't do anything either which is a shame",age,en,0.9999958119430092,4,287
35983,"Similar thing happened with Mike. Got tripped up by a bully, broke his collar bone &amp; the teacher told him to carry on. Safe to say my headteacher of a mum was not happy. But now he likes to run, cycle and hike. Guess it’s important to not let your school exp define you for life.",age,en,0.9999965405903428,4,283
35992,Ive been reflecting on my experience as a black feminist in high school. And how I have been vocal about blm online since I was 16 &amp; I got a lot of shit for it. I was bullied &amp; harassed by my classmates. Unsurprisingly it was pretty much only black girls who defended and stood up,age,en,0.9999979770927504,4,288
36053,"If famous people with double-barrelled surnames had them sawn-off at the end like shotguns, would they sound like bullies from a 1980's comprehensive school? Tony Worrall Lozza Llewellyn Andy &amp; Jules Lloyd Billy Rees Danny Day John Cooper john Cougar Ralph Vaughan Pheebs Waller",age,en,0.9999972146610768,4,282
36135,A girl in the Mankhurd region of Mumbai was bullied by Muslim residents for raising her voice against the blaring of azaan in high volume from a neighborhood mosque in her area. https://www.opindia.com/2020/06/mumbai-girl-bullied-for-requesting-to-lower-volume-of-azaan-blaring-from-mosques-loudspeaker-local-mla-asks-her-to-leave-her-house/amp/,age,en,0.999997980609766,4,345
36239,"men & descent women reject anti male feminist misandry from gold digger Cortez. She acts like a cry baby in the school yard, blaming the bully boy with lies promoting herself &amp; motivating bias against the boy &amp; all boys - this is a Pelosi style hate crime against all men @POTUS",age,en,0.9999969766849574,4,286
36248,"I’m not sure non-Black folks know how commonly it is evoked. I remember being bullied by a girl in high school from Tennessee who called my house, asked for me, &amp; before my mother could hang up said, “you know we hang y’all from trees where I’m from.” I mean...that was the 1990s.",age,en,0.9999967459120918,4,284
36295,It’s insane to me how many girls are coming out about being slut shamed &amp; getting their nudes exposed yet a lot of them &amp; their bfs bullied me in high school &amp; teased me about it. No one spoke up for me. If you were silent when my name was mentioned you were a part of the problem,age,en,0.9999949062506924,4,292
36324,@RepTedYoho I have to tell you Ted with the last name YOHO people shouldn’t expect more from you. You’re one of those guy that didn’t have a violin high school. School bully you &amp; put you in locker with your underwear in your head.Remember the name YOHO.ALEXANDRIA OCASIO CORTES !,age,en,0.9999970401677049,4,284
36344,"My mind boggles at the stupidity of sending children under 10 years old back to a physical school, during a pandemic. They don’t understand physical boundaries, lack the attention span to keep a mask on all day, and bullies would be running around, pulling off masks &amp; coughing.",age,en,0.9999978623308332,4,282
36427,"Hopefully it’s been a while since you thought about prom, bullies, and who you sat with in the high school cafeteria. But — please, don’t panic here — your teenage social life could be affecting how much money you’re making now. http://www.thrivewealth.ca.advisor.news/sigh-popular-kids-earn-more-money-adults-new-research-suggests/?c=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJub2RlX2lkIjoxMTIzMSwicHJldmlldyI6ZmFsc2UsImNvbW1faWQiOjI0NDcwMTIsImRlc3RfaWQiOjMzNTM0Nzl9.r1EAr9njDw4DMr5t4bSCNJoVZJ6vjuAh5r_hyJQOWwg",age,en,0.9999958899113788,4,508
36449,I was bullied just for having too my friends that just happened to be girls. I got along with both boy &amp; girls in my friendship groups they mainly consisted of girls. I got told that I should be a girl if I hang out with them &amp; I'm embarrassment to the boys in high school..,age,en,0.9999956347389634,4,282
36465,"Tall girls (&amp;boys) got bullied in high school too, hey hi i am one and i definitely did, so it's real bizarre that this is the one film that suddenly has everyone rioting when there are so many with just ~awkward~ bland female leads you could've already started a revolution over",age,en,0.999995436519716,4,283
36535,"13. Who are you: School 2015 bADTRIP ANTAGONIST +++ wag kang bully putanginamoka +++ wawa tae-gwang :((( +++ listen to your children!!! +++ galing ni kim so hyun ,, pogi njh +++ always offer a hand, b nice to everyone &lt;3 +++ ""it's okay, because you're 18 years old"" +++ SOLID!!!",age,en,0.9999975342753766,4,281
36572,"Aunty Kiki Mordi and her gang are making waves until they chosed to fight the wrong battle, Segalink is not one of those average and mediocre activists you can just pick on and bully for few likes and Rts. He will school you and every member of ur coven camp with Myths &amp; Facts",age,en,0.9999960300040368,4,281
36620,"Storm Trooping in Portland+! Political Reelection Ploy- Expedient-B.S. from you, a grade-school-yard bully. In April-May, YOU INCITED CRAZIES, MANY ARMED, TO RIOT &amp; ATTACK STATE HOUSES- ""LIBERATE,"" without rebuke, backing a dangerous early re-opening ""by Easter."" Law &amp; Order?",age,en,0.9999979752383228,4,284
36639,RT @whizbuzz Pixie’s Parchment Paper: No one forgets being bullied : John P. DeVito Patrick Shiner’s four years in a Long Island high school are sheer hell. He is oppressed in mind and body by bully Bobby R... Always new #books and #ebooks https://whizbuzzbooks.com/pixies-parchment-paper-john-p-devito/?utm_source=TW&amp;utm_medium=Indie+Elf&amp;utm_campaign=SNAP,age,en,0.9999977084529074,4,364
36710,Lmao u and other Carastans are so 'triggered' by Kailah. You're so obsessed u are preemptively sending her hate in case she wins and wishing for her to be bullied. Yet u get on your high horse and accuse her of being a mean girl. Stay pressed. She's off filming &amp; living life...,age,en,0.9999972158895408,4,282
36722,"The dad of a bullied girl speaks up: Parent scolds 'toxic,' 'politically correct' Beacon High School as students stage sit-in https://nypost.com/2019/12/21/parent-scolds-toxic-politically-correct-beacon-high-school-as-students-stage-sit-in/?utm_source=twitter_sitebuttons&amp;utm_medium=site%20buttons&amp;utm_campaign=site%20buttons via @nypmetro",age,en,0.9999972045266988,4,347
36776,"From K-7 (plus a repeated 7th grade year) I was bullied (more like tormented but whatever) for being white. Then in high school some basic white girls harassed me for being bisexual. That didnt last long, as my mom confronted one of the girls (but not THE girl) &amp; they stopped.",age,en,0.999997284822094,4,281
36822,One on left was most likely bullied at school for having ginger hair &amp; one on right just looks like he wanted a career where he could get paid to be be a thug. Security work is ideal work for gammon &amp; bullies. When I look at these people I don’t particularly see a Socialist.,age,en,0.9999979870846458,4,283
36847,"Cortez is another Pelosi hate crime against men - feminist misandry from gold digger Cortez, as she acts like a cry baby in the school yard, blaming the bully boy, using lies promoting herself &amp; motivating bias against the boy-this is an attack on all boys @POTUS @HouseDemocrats",age,en,0.9999984277348984,4,283
36860,"I went to an all-boys school where toxic masculinity was always rife, not just in PE lessons. It was the lesson where a lot of the bullies thrived though, &amp; is probably why I still get anxious &amp; a sense of imposter syndrome in the gym, &amp; I have nothing in common with anyone there",age,en,0.999997415412326,4,292
36935,"I foresee a lot of issues when the pod system comes into schools. The plan that is there doesn't seem to be bully proof and I'm not sure it's a consideration. It will definitely be in the minds of some kids &amp; families, especially those who were relieved when lockdown happened.",age,en,0.9999965645477574,4,281
36943,"#13ReasonsWhy -- Welcome to Liberty High, It's F****NG Awesome so far...Loved the Concept &amp; Plot but a Bit Slow...it's About #Hannah story of a High school Girl who Got #Bullied by Her Classmates and it Explains How Valuable is a Life &amp; Shows The Dark Side of High School Bullying",age,en,0.999998314837474,4,288
36945,Thank you so much Duane. 1 of the girls who bullied me saw me in a pub a few years ago. She approached me to say she was ashamed of the horrific things she said &amp; did to me in high school. She asked for forgiveness. It was hard but I forgave. Hard to forget though. #StarfishClub,age,en,0.9999972423385588,4,283
36969,"My son,Thapelo 10 years.Chatterbox,we tease him that he is making up for delayed speech.Unconditional love 24/7.He goes to mainstream school,he lost the innocence a little, He lies&amp;cheat these days,he bullies the older sisters.Never a dull moment,there's no filter,says like it",age,en,0.9999979055795246,4,281
36975,#ComercializationOfEducation &amp; #ExploitationOfParents by making #parents pay UNJUSTIFIED sums of money for admission &amp; fees after establishing institute on Public land is against the Rule of Law. Lack of unity among #parents is root cause of School acting #bully. @NMMCCommr,age,en,0.999996526086718,4,282
37018,"Daisy, I went to war (clearing up misconceptions & lies) on insta & YouTube over this girl last Nov &amp; Dec when she &amp; my ult group momoland were being bullied. &amp; I'd do it all again too. If Daisy said jump, I'll ask how high. We getting this bread when she's back next comeback!",age,en,0.9999965888920782,4,289
37024,"Hey Luca :) In case you don’t already know, bullies usually have sad home lives &amp; take out their misery on other kids at school. You are clearly *very* loved. Join some local clubs &amp; make proper friends: it’ll boost your confidence. Change schools if it helps. This will pass",age,en,0.9999984294381774,4,283
37071,"I remember being 15 & presenting a powerpoint to my dad about the reasons why I didn't want to finish high school. I was struggling w/my sexuality,had a seizure in class &amp; was having to clap back on bullies. Thankfully I didn't dropout but the many powers of powerpoint #Thursday",age,en,0.999997931273238,4,283
37089,Sidney said she was bullied for being black then the white girls from her high school said she was lying&amp;SHE was the bully but she literally got racist DMs that triggered her high school trauma The white kids who say racist stuff in school always grow up to say it never happened,age,en,0.9999949942815052,4,283
37166,"Ask and you shall receive. Prep school classmate recalls Barr as a vicious bully and very anti anti war in college (Bonus fact: when Barr’s dad was headmaster at prep school, there was a pay-for-recommendations scandal. He also hired Jeffrey Epstein...) http://daughternumberthree.blogspot.com/2020/02/the-young-bill-barr.html",age,en,0.9999982707298462,4,326
37185,"I was the ugly duckling most of my life. I remember when I got held back in 3rd grad because I wasn't mature enough to be graduate at age 18- a couple of boys called me ”gorilla girl” because of my looks or I have autism. Even middle &amp; high school, other kids bullied me as well",age,en,0.9999967673871188,4,282
37222,"Been in this hobby & fight for 4 decades & I refuse to yield the field. My first group =2 girls &amp; 2 boys; we were mocked. In high school our group was largely Queer with mixed genders &amp; 1 of two Black kids @school, we were bullied until I flattened a pair of bullies. I'm All In.",age,en,0.999997700718038,4,287
37224,It's different when CHILDREN are bullied by other kids. Adults s/b able to take it as well as dish it out. Michelle FORCED school kids to eat sprouts and beans whether high school linebackers or girls in the Chess Club. Of course it ended up in the trash; tacos &amp; pizza reappeared,age,en,0.9999952503731818,4,284
37392,The article u wrote counters absolutely no point from the video. All u did was imposed (falsely) an observation on white-negro equation in the Indian context &amp; went on bashing some so called Indian liberals. I agree that video is also an opinion without citations but all claims1/,ethnicity,en,0.8571397891485233,5,284
37402,"Democratic Party formed 1792 to protect special interests of slave owners “identified itself as the ""white man's party"" &amp; demonized the Republican Party as being ""Negro dominated” (early #FakeNews) https://www.thirteen.org/wnet/jimcrow/stories_org_democratic.html Dems later became what Malcom X called ""smiling fox”",ethnicity,en,0.7142834326242316,5,320
37711,"headline ignores the complex events that led to this. The article also doesn’t provide much details of the child’s past assault charge(s). But that being said, not doing her school work is why she’s in jail &amp; maybe that’s insane? You know how long it takes me to do... anything?",ethnicity,en,0.9999969974193776,5,282
37722,"...Slavery,the Genocide of Native Americans,Institutional Racism,the War On Drugs vs. the Opioid Health Crisis,Redlining,’Colored’ Water Fountains &amp; Bathrooms,’Jim Crow’ Laws,Poll Taxes,Lynchings,Use of the Word ‘Nigger’ as a Slur,Separate but Equal,Grandfathering,the KKK,the NRA",ethnicity,en,0.9999973900326896,5,284
37742,"10/10 THE HATE U GIVE movie adaptation of the book about an unarmed black boy who was gunned down unjustly. powerful &amp; educational, in a manner of emotion &amp; message given by the actors. sheds light to racism &amp; awareness for what our colored brothers &amp; sisters have to go through.",ethnicity,en,0.9999961652481896,5,295
37905,"Are you not aware that African-Americans decided that we would no longer be called N*gger, Negro, Colored, Sambo etc so choosing to call ourselves African-American, Afro-American &amp; Black American was an exercise in political resistance &amp; self esteem? ""White"" has no such history.",ethnicity,en,0.9999955718685662,5,287
37922,"You are the slow one because you clearly didn’t read what I tweeted after that, who tf said they weren’t disturbing? They are but we’ve all said ignorant shit at that age. You’re over here defending a white man that was saying NIGGER as an adult &amp; you’re a black woman? Disgusting",ethnicity,en,0.9999971697013408,5,284
37933,"2/2 Also what has feminism in past gotta do wuth anything? So I have to support corrupt Greek governent now because Greeks gave us democracy? Democrats fought to keep slavery, fought AGAINST first black politicians being instated &amp; made the KKK while republicans abolished slavery",ethnicity,en,0.9999978836403698,5,284
37975,"The saddest part of all this is. The word Racist will Disappear because anyone who decides to charge someone with Racism, this incident will be brought forward. It either has to be for all or no one. We cannot pick &amp; choose who we decide is a Racist. Either you are or your not.",ethnicity,en,0.9999978281705336,5,282
38062,You have to be fucking disgusting to want to say forget about what we did to millions of Indians children being in women millions of black people Lillian's of so-called Mexicans &amp; still walk around with your head high and want to call somebody a Niger &amp; have Pride you're a devil,ethnicity,en,0.9999951827354812,5,287
38086,"I would ask where were u & your family at when the US in the past &amp; present enacted anti black polices that are specifically targeted at us? Where were u and so called good moral white america at? Why didn’t y’all do anything? I’ll tell u why, because most of u are fine with it",ethnicity,en,0.9999974277911524,5,282
38117,"The greatest privelege of Blackness is that they can call other vile disgusting names w/ no reprecussions as these black nationalists did: incest babies, future school shooters, cracker &amp; the black kids niggers. Yet you want to blame the kids for doing a school chant. Disgusting",ethnicity,en,0.9999983597459476,5,283
38129,You r disagreeing wit all of this bcs uv neva exprncd racism 4rm a coloured prsn while u are black.This is no diffrnt thn a white person denying hs family &amp; friends r nt racist 2 colored ppl who have a lived experience of it because he/she has never exprienced racism from whites.,ethnicity,en,0.9999964001095094,5,284
38149,“GOVERNOR COUMO MUST HAVE BEEN READING MY TWEETS AND I HAVE BEEN SAYING FOR YEARS WHAT IS BLACK AMERICA AGENDA” ? WHITE FOLKES GOT ONE FOR US MURDER &amp; INJUSTICE ! “WHERE IS OUR SO CALLED NEGRO CAUCUS THAT DOES ABSOLUTELY NOTHING FOR US” ? WE NEEDED A WHITE MAN TO ASK US FOR ONE ?,ethnicity,en,0.9999963648379944,5,284
38157,"#IBM uses ""Yellow"", ""Colored"" and ""Mulatto"" as ethnic identifiers in U.S. job ad. The categories were apparently imported from their postings in Brazil and South Africa, where such designations are the norm. Wow! https://www.washingtonpost.com/business/2019/02/26/ibm-apologizes-using-ethnic-labels-like-yellow-mulatto-job-application/?utm_term=.b7dfa570dd61 #racism #jobs #Recruitment #FAIL",ethnicity,en,0.8571385200625066,5,391
38187,"dont bring in words such as Racism in this. she's just a mad lady. if u doubt me, ask her hubby/boss/neighbour or even her parents. am sure there cud b colored/blk ladies who can do this to a wht boy also. sadly &gt;50% of women r mentally ill. some say it has 2 do w/ their hormones",ethnicity,en,0.9999957292321936,5,283
38397,RT @JamilSmith This incident is a Rorschach test for racism. A white referee who once called a colleague “nigger” told a black wrestler to cut his dreadlocks off or be forced to forfeit. A white journalist called the young man a “team player.” I saw... https://deadspin.com/high-school-wrestling-ref-who-called-colleague-the-n-wo-1831260042?utm_medium=sharefromsite&amp;utm_source=deadspin_facebook&amp;utm_campaign=top,ethnicity,en,0.9999978311521526,5,419
38517,"I'm so teary eyed right now, I'm watching ""The Hate U Give"" again, and its just so crazy the world today, SOOO crazy. And not enough people recognize the racism &amp; discrimination towards colored people, specifically black people. The hate given is a problem. We need to do better.",ethnicity,en,0.999998050539487,5,283
38701,No one is going to listen in Bihar. Every person's conscience is dead. Arbitrary and loot in pvt hospitals. Just a hope from the CM of Bihar. Strengthen Bihar’s health system be the first objective of urs. Don’t let ur clean &amp; good image of Susasan Babu be tarnished @NitishKumar,ethnicity,en,0.9999969685072068,5,283
38820,"for those of you who don't know the story, @flow349 has been protecting the home of a Black woman(Jennifer) for the past 6 days after the police failed to do anything despite 50 calls to 911 over the past 3 years. Many have come to help him. Read here: https://www.nbcnews.com/news/us-news/black-woman-n-y-claims-years-racial-harassment-neighbors-police-n1233751",ethnicity,en,0.9999957965466946,5,362
38828,"@darensammy88 ""Kalu"" is a term of endearment. my sis &amp;closest friends call me kalu. Yes it means black skin but NOT racist in India. not equivalent to ""negro"" in say US. Infact in hindi ""gora"", white, is racial as we called the Imperial british tht. We apologise if u were hurt",ethnicity,en,0.99999753479523,5,281
39136,"He's typical of the ignorant & credulous black activists of the past few decades. He doesn't know anything about the history, geography, languages &amp; ethnicities of the Middle East &amp; North Africa &amp; believes all the fairy tales put out by malignant African-American pseudo-scholars.",ethnicity,en,0.999996094012754,5,292
39145,"Now you're a victim of racism?! So because you wear orange makeup you're colored folk now? In the absence of any real strategy perhaps that'd get u elected in 2020 if it weren't for every depraved &amp; illegal thing u've done,leaking 2 the public first. Think Epstein.Think uh oh!",ethnicity,en,0.9999966655862736,5,281
39309,"Will Smith Says He‘s Been Called the N-Word by Police - I guess he means Negro (meaning ""Black)."" I've been called by the W-word (meaning ""White""). So what's the big deal! https://www.breitbart.com/entertainment/2020/07/08/will-smith-says-hes-been-called-the-n-word-by-police-on-more-than-10-occasions/ via @BreitbartNews",ethnicity,en,0.9999959215920738,5,321
39378,The first thing to do as part of removing the racial discrimination in US to prohibit anyone says ‘colored pple’ &amp; that starts with stand up comedy where it’s doers never stop saying ‘colored pple’ and the black pple have to stopped calling themselves ‘nigger’ Stop racism now !,ethnicity,en,0.9999974086409468,5,282
39392,Maybe time to shine a spotlight on how the Federation cherry picks which members to protect. 9 cops involved in this incident were legally protected &amp; supported while whistleblowing cops reporting racism/discrimination/victimisation are abandoned or worse. Many willing to speak,ethnicity,en,0.5714265579654103,5,282
39709,Just bc racism manifests itself differently in our society than the 1900s doesnt mean racism is dead! Stop being racist &amp; blaming folks for being offended! White folks- stop comparing colored folks experiences to ur own! dont assume theyve had the same pleasant experiences u had!,ethnicity,en,0.9999979604053032,5,284
39773,"Looks like the Jussie Smollett story is true & I’m sick! To be Black &amp; gay in 2019 and still have to worry about walking in the streets. 2 white men called him a ""faggot"" and a ""nigger,"" put a rope around his neck, poured bleach on him &amp; yelled ""This is MAGA country."" Disgusting",ethnicity,en,0.9999982066297868,5,287
39792,"This incident is a testament to why racism isn't going anywhere. The ruling body decreed 1) yes the words were said 2) Your defense was inflammatory, But wait 3) No, you're not racist &amp; this was out of character for you. How? If ""you fucking nigger"" isn't racist then what is??",ethnicity,en,0.9999954230445308,5,281
39812,"the first thing that moos should know &understand from the past experiences is NOT to trust other fandoms bout ANYTHING MMM related...&amp; the fact that moos were throwing H under the bus despite this ep NOT being translated &amp; moos were already making assumptions w/out context, hurt",ethnicity,en,0.999996502605006,5,288
39828,Totally true. I've known & protested this for decades. The past couple of generations haven't given a flying fuck about anything except posting selfies of their genitals and expect the world to cry now that we're in the cross hairs. Allowing it all these years &amp; now wanting help?,ethnicity,en,0.999994770922513,5,284
39916,"Yeah CT is more classist, if u are within a certain tax bracket, it's undetectable... unfortunately classism &amp; racism go hand in hand, cos those that don't earn a lot happen to be black or colored &amp; if u walk in as a black person unapologetic &amp; u know ur rights, ungabafusegisa!!!",ethnicity,en,0.9999954406748078,5,292
40057,she isn’t my fave I don’t follow her on anything I’m not backing up her ignorance I’m explaining that we should not shame her for her past but celebrate her growth especially considering how she has proved her support for the black community before &amp; after the tweet resurfaced,ethnicity,en,0.9999958364499132,5,281
40083,"West is an angry, hateful & racist black man. It is clearly obvious to see his vile contempt for caucasians. So much so, he called Leo a “negro.” If West were white, having his vocal views, he would NEVER been employed by Harvard, wld’ve been fired if so &amp; wld be vilified by MSM.",ethnicity,en,0.9999958761806308,5,284
40136,"You’re black. Praise God. Never said celebrate anything. I said don’t vote for him, but don’t call him names because he’s sick. But go ahead &amp; call him whatever you want. Y’all won. It’s ok to call people with mental illness names in 2020. I’m stuck in the past when it wasn’t ok.",ethnicity,en,0.9999948525250012,5,284
40137,THIS IS WHY I SANK THE BITCH ASS KRAKAS...SAME SHIT! FUKA DIDN'T EVEN KNOW HOW TO BUILD NO SHIT LIKE DAT KRAKA!! YOU KNOW YALL DUMB ASS FUCK! SO I DREW IT UP 4 HIS ASS ILLUMINATI CASHED HIS ASS OUT ...I COME WITA CROWED LOOK FLY AS HELL NOO NIGGER..WAA TA FUK! OK! DROWN! HIK!YAS pic.twitter.com/30zCE9u1gk,ethnicity,en,0.999997411935395,5,306
40227,YOU wouldn't have an issue w/ racism or have experienced it being a white woman &amp; all..I however have experienced it first hand in Hoover being called a nigger earlier this year..my brother &amp; friends have also been profiled by Hoover PD way b4 this incident happened at the mall,ethnicity,en,0.7142831800907553,5,286
40347,1. I THINK THIS SHIT IS FUNNY 2. ONLY WHITE PEOPLE DO SHIT LIKE THIS. YOU AINT NEVER SEEN A BLACK PERSONS SCREAM I HATE CRACKERS. WE DONT GOT TIME FOR DUMB SHIT 3. ITS CLEAR AS FUCK IT AINT A “NIGGA or NIGGER” AROUND TO SMACK THE DOG SHIT OUT OF HER FOR SAYING IT pic.twitter.com/cTMe5a606r,ethnicity,en,0.9999947855541004,5,290
40432,Check this. Not everyone can say all lives matter. You are a so called white ur lost u can’t say all lives matter. U a negro&amp;don’t know black is the dominant&amp;only color bet not say it cause u haven’t earned knowledge2know. Only us caught in between dumb is &amp; dumb does can say it!,ethnicity,en,0.999996619735766,5,292
40449,"i’m supposed to go outta MY WAY to find out someone corrected you, instead of u just not using offensive language from jump? weird flex. before speaking on any type of racism, don’t be out here saying “colored people” if u don’t know that that’s offensive. the end. https://twitter.com/young_wheaux/status/1160658153182310400",ethnicity,en,0.999994365112059,5,325
40599,"do u think white males are a big part of the racism pro… — Not at all! Racism isnt just towards colored skins, its… http://l.ask.fm/igoto/45DKECN75V62DDAUPY6IQO6R6CNDJJA5QP76DGX7D7SLNZN62UYY2Z2ME5GM2RRUK227YEQJJQUH4DB7YEV7M2VONS5LPBR5UUARBEY3C53DWGP5B6MTGOHPZS2PFWD7SCSMUBQC2TTHDFMILWLAES3NVXGHNYUKYTFGLYDTQOPPYP7SFZZWHX6M6NPKJ47XTQI72VY=",ethnicity,en,0.9999980670363686,5,338
40649,"White Man Roger Stone sentenced as a criminal, also called &gt; &gt; journalist Roland Martin a “Negro” &gt; Megyn Kelly a “nice set of cans” Felon &amp; Racist &amp; Misogynist Who else can be best buddy with @realDonaldTrump ??? Law &amp; Order??? Are you #MAGA peeps kidding me?",ethnicity,en,0.8571379284283966,5,281
40669,"“I’ll tell u what’s @the bottom of it. If u convince the lowest white man he’s better that the best colored man, he won’t notice ur pickin his pocket. Hell, give him somebody to look down on, &amp; he’ll empty his pockets for u.” Lyndon Johnson, former US President re racism in US.",ethnicity,en,0.9999933443501215,5,282
40811,I watched this movie bc I hated the first one &amp; thought I’d hate Noah again but he was actually a good boyfriend &amp; all you guys acting like he’s a cheater bc he had a female friend but ignoring everything Elle did concern me bc ur ignoring the facts &amp; trying so hard to justify it,ethnicity,en,0.999998251223502,5,292
